id,d1,end_state1,hispanic,race,raceot,racethn,nativity,racethn2,end_racethn2,q1,q2,q3,q4,aca,q5,q6a,q6b,end_q6,q7,q8,end_q8,q9,q10,vacc1,q11,vaches,q12,vacc2,q13,q14a,q14b,q14c,q15,q16a,q16b,q17,q18a,q18b,q18c,q19a,q19b,q20,q21a,q21b,spvacinfo,q22,q23,q24,q27,q28a,q28b,q28c,q28d,q28e,q28f,q28g,q29,q30a,q30b,q30c,q30d,q30e,q30f,q30g,q30h,q30i,q30r1_01,q30r1_02,q30r1_03,q30r1_04,q30r1_05,q30r1_06,q30r1_07,q30r1_08,q30r1_09,q30r2_01,q30r2_02,q30r2_03,q30r2_04,q30r2_05,q30r2_06,q30r2_07,q30r2_08,q30r2_09,q31,end_q31,q33,q33a,q34,q34a,end_q34a,q35a,q35b,q35d,q35e,q35g,inclosstotal,end_inclosstotal,age,age2,recage,recage2,recage3,recage4,recage5,child,marital,employ,recemploy,essential,heal1a,delayedcare,coverage,agecov,covtype,covtypeot,agecovtype,rsex,gendervar,flu,test1,chroniccovid,party,partylean,party3,party5,ideology,educ,receduc,receduc2,receduc3,income,recincome,cell,hhcell,landline,curlangx,hhadults,int,length,cstate,cregion,density,intvwdate,userid,sample,userdata,bssrs_match_code,sstate,sregion,sdivision,stz,exchangstat,stateexpmedi,gvnrexpmedi,wt1,weight,standwt,weight_ssrs,vacccombo,recage6,vaches_rec,essentialnonhc,healthworker,knowvacc,clsknowvacc,lang,Division,changesex,iphoneuse,hphoneuse,cdc2013,cdc2013USR,SAMPLE_TYPE,dialtype,qctr,xctr,state1,state,USR,USR_NEW
00000054,Female,985,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",17,Some,Approve,About the right amount,About the right amount,Somewhat favorable,Build on what the law does,Favor,Favor,165,Not too often,No,60,Generally correct,Very worried,No, ,Get the vaccine as soon as you can,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend",No difference,Do not have enough information,Do not have enough information,Do not have enough information, ,Yes,Yes,No,Very difficult,Very difficult, ,No,No, , , , ,No,No,Yes,Very worried,Not at all concerned,Somewhat concerned,Not at all concerned,Not at all concerned,Not at all concerned,Somewhat concerned,Not at all concerned,Would make no difference,Very likely,Very likely,Somewhat likely,Somewhat likely,Somewhat likely,Very likely,Not too likely,Somewhat likely,Very likely,A local pharmacy,Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,A community health clinic,NOT A hospital,NOT Your own doctor's office,A large vaccination site run by the government,NOT A local pharmacy,NOT Your workplace,A grocery store,A local church or religious center,A local school,NOT A community health clinic,NOT A hospital,Your own doctor's office,NOT A large vaccination site run by the government,A local pharmacy,608, , , , ,0,No,No,No,Yes,No,Yes,135,58, ,18-64,50-64,55-64,40-59,45-64,No,Married,Employed part-time,EMPLOYED,No,No,"Yes, both me and a family member",Covered by health insurance,INSURED LESS THAN 65,Plan through your spouse's employer, ,Spouse's employer,Female,FEMALE,Yes,"Yes, someone else tested positive",No one in household has serious health condition,Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+, , ,"Yes, has a home telephone",English,5,Yes,1474,New York,Northeast,4,210216, ,Cell phone,KFF prescreened,17005971,New York,Northeast,Mid Atlantic, ,State,Yes,Yes - Democratic/Independent,.8374,17.686,.7718,1.4464,Do knot know someone who has gotten vaccine,40-64,Got vaccine/ASAP,No,No,Know someone vaccinated,Know close family or friend vaccinated,English,Mid Atlantic,sex = rsex,Dual,Dual HH,Large fringe metro,"Suburban (CDC=2,3)",CELL KFF PS,Manual,88,0,NEW YORK,1,Suburban,Suburban
00000055,Female,1211,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",51,A lot,Approve,About the right amount,Not enough,Very favorable,Build on what the law does,Favor,Favor,201,Somewhat often,No,57,Generally correct,Somewhat worried,No, ,Get the vaccine as soon as you can,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend",No difference,Have enough information,Do not have enough information,Do not have enough information, ,Yes,Yes,No,Very difficult,Very difficult, ,Yes,Yes,Have not gotten the vaccine and do not have an appointment scheduled,Very difficult,Very difficult, ,No,No,Yes,Very worried,Not at all concerned,Not at all concerned,Not at all concerned,Not applicable (Vol.),Not too concerned,Somewhat concerned,Not at all concerned,Would make no difference,Very likely,Very likely,Not too likely,Not too likely,Somewhat likely,Somewhat likely,Very likely,Very likely,Somewhat likely,A local pharmacy,Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,NOT A community health clinic,A hospital,Your own doctor's office,NOT A large vaccination site run by the government,NOT A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,A local school,A community health clinic,NOT A hospital,NOT Your own doctor's office,A large vaccination site run by the government,Your own doctor's office,823, , , , ,0,No,No,No,No,No,No,79,Refused,65+,65+,65+,65+, ,65+,No,Married,Retired,RETIRED, ,No,"Yes, both me and a family member",Covered by health insurance, ,Medicare, , ,Female,FEMALE,Yes,No,"Yes, both respondent and someone else in household",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Liberal,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,Refused,DK/RF, , ,"Yes, has a home telephone",English,2,Yes,1882,Pennsylvania,Northeast,4,210215, ,Cell phone,KFF prescreened,17001911,Pennsylvania,Northeast,Mid Atlantic, ,State,Yes,Yes - Democratic/Independent,.7697,11.293,.4928,.9235,Do knot know someone who has gotten vaccine,65+,Got vaccine/ASAP,No,No,Know someone vaccinated,Know close family or friend vaccinated,English,Mid Atlantic,sex = rsex,Dual,Dual HH,Large central metro,Urban (CDC=1),CELL KFF PS,Manual,95,2,PENNSYLVANIA,1,Suburban,Suburban
00000059,Female,670,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",15,Not too much,Disapprove,Not enough,Not enough,Very unfavorable,Repeal the entire law,Favor,Oppose,257,Not too often,No,70,Generally correct,Not too worried,"Yes, single dose",Completed process on their own, ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , ,Have enough information, , ,Strictly follow social distancing guidelines, , , ,Very difficult,Very difficult,Somewhat difficult,Yes,Yes,Have not gotten the vaccine and do not have an appointment scheduled,Very difficult,Very difficult, , ,No,Yes,Somewhat worried, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,280, , , , ,0,No,No,No,No,No,No,48,76, ,65+,65+,65+,75+,65+,No,Married,Retired,RETIRED, ,No,No,Covered by health insurance, ,Plan through your employer, , ,Female,FEMALE,Yes,"Yes, someone else tested positive",No one in household has serious health condition,Independent,Republican,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,INDEPENDENT LEAN REP,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+, , ,"Yes, has a home telephone",English,2,Yes,989,Minnesota,North Central,Lowest,210217, ,Cell phone,KFF prescreened,17002529,Minnesota,North Central,West North Central, ,State,Yes,Yes - Democratic/Independent,.7915,8.5209,.3718,.6968,Respondent has gotten vaccine,65+,Got vaccine/ASAP,No,No,Personally vaccinated,Personally vaccinated,English,West North Central,sex = rsex,Dual,Dual HH,Small metro,Rural (CDC=4-6),CELL KFF PS,Manual,65,0,MINNESOTA,1,Rural,Suburban
00000072,Male,967,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",18,Not at all,Don't know,Not enough,Not enough,Somewhat unfavorable,Scale back what the law does,Oppose,Favor,158,Very often,No,37,Don't know,Somewhat worried,No, ,"Only get the vaccine if you are required to do so for work, school, or other activities",Getting vaccinated is a personal choice,"Yes, someone in household",No difference,Do not have enough information,Do not have enough information,Do not have enough information, ,No,No, , , , ,Yes,Yes,Gotten at least one dose of the vaccine,Very difficult,Very difficult, ,Yes,No,Yes,Very worried,Not too concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Very concerned,Not at all concerned,Would make no difference,Somewhat likely,Not at all likely,Not at all likely,Not at all likely,Not at all likely,Somewhat likely,Very likely,Somewhat likely,Somewhat likely,NOT A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,NOT A community health clinic,A hospital,NOT Your own doctor's office,NOT A large vaccination site run by the government,A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,A community health clinic,NOT A hospital,Your own doctor's office,A large vaccination site run by the government,A hospital,683, , , , ,0,No,Yes,Yes,No,No,Yes,71,42, ,18-64,30-49,35-44,40-59,30-44,No,Divorced,Employed part-time,EMPLOYED,Yes,No,"Yes, me",Covered by health insurance,INSURED LESS THAN 65,Somewhere else,va,Somewhere else,Male,MALE,Yes,"Yes, respondent tested positive","Yes, respondent",Independent,Independent/don't lean to either party (VOL.),PURE INDEPENDENTS,INDEPENDENT/DON'T LEAN,Don't Know,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"Less than $20,000",LESS THAN $40K, , ,"No, no home telephone",English,1,Yes,1349,Ohio,North Central,4,210217, ,Cell phone,KFF prescreened,17002704,Ohio,North Central,East North Central, ,Federal,Yes,Yes - Republican Governor,.3405,6.4748,.2826,.5295,Only know someone who has gotten vaccine,40-64,Only if required,Yes,No,Know someone vaccinated,Know close family or friend vaccinated,English,East North Central,sex = rsex,CPO,CPO HH,Medium metro,"Suburban (CDC=2,3)",CELL KFF PS,Manual,95,4,OHIO,1,Suburban,Suburban
00000082,Male,833,No,Black or African-American, ,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC",18,Not too much,Approve,About the right amount,Not enough,Very favorable,Keep the law as it is,Favor,Favor,157,Somewhat often,No,38,Generally correct,Very worried,No, ,Wait until it has been available for a while to see how it is working for other people,Getting vaccinated is a personal choice,"Yes, another family member or close friend",No difference,Do not have enough information,Have enough information,Do not have enough information, ,No,No, , , , ,No,No, , , , ,No,No,Yes,Somewhat worried,Not too concerned,Very concerned,Not too concerned,Not too concerned,Not too concerned,Not too concerned,Not too concerned,Would make no difference,Somewhat likely,Somewhat likely,Not too likely,Somewhat likely,Not too likely,Somewhat likely,Very likely,Very likely,Somewhat likely,NOT A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,NOT A community health clinic,A hospital,Your own doctor's office,NOT A large vaccination site run by the government,A local pharmacy,Your workplace,NOT A grocery store,A local church or religious center,NOT A local school,A community health clinic,NOT A hospital,NOT Your own doctor's office,A large vaccination site run by the government,Your own doctor's office,509,Somewhat confident,Not at all confident, , ,29,Yes,Yes,Yes,No,No,Yes,82,34, ,18-64,30-49,25-34,18-39,30-44,No,Never been married,On disability and can't work,ON DISABILITY AND CAN'T WORK, ,"Yes, someone else in household",No,Covered by health insurance,INSURED LESS THAN 65,MEDICAID, ,Medicaid/State-specific Medicaid name,Male,MALE,Yes,No,"Yes, both respondent and someone else in household",Independent,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Liberal,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$50,000 to less than $75,000",$40K-$89K, , ,"Yes, has a home telephone",English,2,Yes,1223,Michigan,North Central,3,210217, ,Cell phone,KFF prescreened,17000778,Michigan,North Central,East North Central, ,Federal,Yes,Yes - Democratic/Independent,.3922,3.6457,.1591,.2982,Do knot know someone who has gotten vaccine,18-39,Wait and see,No,No,Know someone vaccinated,Know close family or friend vaccinated,English,East North Central,sex = rsex,Dual,Dual HH,Medium metro,"Suburban (CDC=2,3)",CELL KFF PS,Manual,88,1,MICHIGAN,1,Urban,Urban
00000085,Male,1103,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",21,Not too much,Don't know,Not enough,Not enough,Somewhat unfavorable,Keep the law as it is,Favor,Favor,226,Not too often,No,73,Generally exaggerated,Not too worried,No, ,Wait until it has been available for a while to see how it is working for other people,Getting vaccinated is a personal choice,"Yes, another family member or close friend",No difference,Do not have enough information,Have enough information,Have enough information, ,No,No, , , , ,No,No, , , , ,No,No,Yes,Not at all worried,Somewhat concerned,Very concerned,Not too concerned,Somewhat concerned,Not at all concerned,Not too concerned,Somewhat concerned,Would make no difference,Not at all likely,Not at all likely,Not at all likely,Not at all likely,Not at all likely,Not too likely,Not at all likely,Not too likely,Not at all likely, , , , , , , , , , , , , , , , , , , ,689, , , , ,0,No,No,No,No,No,Yes,94,54, ,18-64,50-64,45-54,40-59,45-64,No,Married,Employed part-time,EMPLOYED,Yes,No,No,Covered by health insurance,INSURED LESS THAN 65,MEDICAID, ,Medicaid/State-specific Medicaid name,Male,MALE,No,"Yes, someone else in household tested positive","Yes, someone else in household",Independent,Republican,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,INDEPENDENT LEAN REP,Conservative,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$30,000 to less than $40,000",LESS THAN $40K, , ,"Yes, has a home telephone",English,4,Yes,1689,New York,Northeast,Highest,210215, ,Cell phone,KFF prescreened,17000296,New York,Northeast,Mid Atlantic, ,State,Yes,Yes - Democratic/Independent,1.1019,20.532,.896,1.6791,Do knot know someone who has gotten vaccine,40-64,Wait and see,Yes,No,Know someone vaccinated,Know close family or friend vaccinated,English,Mid Atlantic,sex = rsex,Dual,Dual HH,Large central metro,Urban (CDC=1),CELL KFF PS,Manual,85,1,NEW YORK,1,Urban,Urban
00000087,Male,723,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",16,Some,Approve,Not enough,Not enough,Somewhat favorable,Build on what the law does,Oppose,Favor,130,Somewhat often,No,33,Generally exaggerated,Not too worried,No, ,Get the vaccine as soon as you can,Getting vaccinated is a personal choice,"Yes, another family member or close friend",No difference,Do not have enough information,Have enough information,Have enough information, ,No,No, , , , ,Yes,No,Gotten at least one dose of the vaccine,Very easy, , ,No,No,No,Somewhat worried,Not at all concerned,Somewhat concerned,Not at all concerned,Not at all concerned,Not at all concerned,Somewhat concerned,Not at all concerned,Would make no difference,Somewhat likely,Somewhat likely,Somewhat likely,Not too likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely, , , , , , , , , ,A local pharmacy,Your workplace,A grocery store,A local church or religious center,A local school,A community health clinic,A hospital,Your own doctor's office,A large vaccination site run by the government,Your own doctor's office,485, , , , ,0,No,No,No,No,No,Yes,59,30, ,18-64,30-49,25-34,18-39,30-44,Yes,Married,Employed full-time,EMPLOYED,Yes,"Yes, someone else in household","Yes, both me and a family member",Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer,Male,MALE,No,"Yes, respondent tested positive",No one in household has serious health condition,Independent,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Moderate,Two year associate degree from a college or university,SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$100,000 or more",$90K+, , ,"No, no home telephone",English,4,Yes,1067,Virginia,South,3,210217, ,Cell phone,KFF prescreened,17006032,California,West,Pacific, ,Partnership,Yes,Yes - Democratic/Independent,1.0276,19.975,.8717,1.6336,Do knot know someone who has gotten vaccine,18-39,Got vaccine/ASAP,Yes,No,Know someone vaccinated,Know close family or friend vaccinated,English,South Atlantic,sex = rsex,CPO,CPO HH,Large fringe metro,"Suburban (CDC=2,3)",CELL KFF PS,Manual,88,1,VIRGINIA,1,Suburban,Suburban
00000100,Female,780,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",17,Not too much,Disapprove,Not enough,Not enough,Very unfavorable,Repeal the entire law,Favor,Oppose,153,Somewhat often,No,44,Generally exaggerated,Not at all worried,No, ,Wait until it has been available for a while to see how it is working for other people,Getting vaccinated is a personal choice,"Yes, someone else",No difference,Do not have enough information,Have enough information,Have enough information, ,No,No, , , , ,No,No, , , , ,No,Yes,Yes,Somewhat worried,Somewhat concerned,Somewhat concerned,Not at all concerned,Not at all concerned,Not at all concerned,Somewhat concerned,Not at all concerned,Would make no difference,Somewhat likely,Very likely,Not at all likely,Somewhat likely,Not at all likely,Not at all likely,Very likely,Somewhat likely,Very likely,NOT A local pharmacy,Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,NOT A community health clinic,A hospital,NOT Your own doctor's office,A large vaccination site run by the government,A local pharmacy,NOT Your workplace,NOT A grocery store,A local church or religious center,NOT A local school,NOT A community health clinic,NOT A hospital,Your own doctor's office,NOT A large vaccination site run by the government,Your workplace,511, , , , ,0,No,No,No,No,No,No,55,51, ,18-64,50-64,45-54,40-59,45-64,Yes,Married,Employed full-time,EMPLOYED,No,No,"Yes, both me and a family member",Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer,Female,FEMALE,Yes,No,No one in household has serious health condition,Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+, , ,"No, no home telephone",English,3,Yes,1093,Maryland,South,2,210216, ,Cell phone,KFF prescreened,17000870,Maryland,South,South Atlantic, ,State,Yes,Yes - Republican Governor,1.3018,20.569,.8976,1.6821, ,40-64,Wait and see,No,No,Know someone vaccinated,No one close vaccinated,English,South Atlantic,sex = rsex,CPO,CPO HH,Small metro,Rural (CDC=4-6),CELL KFF PS,Manual,83,0,MARYLAND,1,Rural,Suburban
00000104,Male,897,No,Black or African-American, ,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC",26,Not too much,Approve,Not enough,Not enough,Somewhat unfavorable,Keep the law as it is,Oppose,Oppose,130,Very often,Yes,46,Generally correct,Very worried,No, ,Wait until it has been available for a while to see how it is working for other people,Getting vaccinated is part of everyone's responsibility to protect the health of others,No, ,Do not have enough information,Have enough information,Have enough information, ,Yes,No, ,Very easy, , ,No,No, , , , ,Yes,No,Yes,Very worried,Very concerned,Not too concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Would make no difference,Somewhat likely,Not at all likely,Not at all likely,Not too likely,Not at all likely,Somewhat likely,Very likely,Very likely,Not at all likely,NOT A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,NOT A community health clinic,A hospital,Your own doctor's office,NOT A large vaccination site run by the government,A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,A community health clinic,NOT A hospital,NOT Your own doctor's office,NOT A large vaccination site run by the government,Your own doctor's office,550,Not at all confident,Not at all confident, , ,34,Yes,Yes,No,No,No,No,111,57, ,18-64,50-64,55-64,40-59,45-64,No,Never been married,Unemployed and not seeking employment,UNEMPLOYED, ,No,No,Not covered by health insurance,UNINSURED LESS THAN 65, , ,Uninsured <65,Male,MALE,No,No,No one in household has serious health condition,Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Conservative,High school incomplete (Grades 9-11 or Grade 12 with no diploma),LESS THAN HIGH SCHOOL,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"Less than $20,000",LESS THAN $40K, , ,"No, no home telephone",English,1,Yes,1594,North Carolina,South,4,210223,104,Cell phone,KFF prescreened,17006139,North Carolina,South,South Atlantic, ,Federal,No/Maybe,No/Maybe,.3405,1.9855,.0866,.1624, ,40-64,Wait and see,No,No,Do not know anyone vaccinated,No one close vaccinated,English,South Atlantic,sex = rsex,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL KFF PS,Manual,86,1,NORTH CAROLINA,1,Urban,Suburban
00000112,Female,1229,No,Black or African-American, ,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC",17,Not at all,Don't know,About the right amount,Not enough,Very favorable,Build on what the law does,Favor,Favor,247,Very often,No,67,Generally underestimated,Very worried,No, ,"Only get the vaccine if you are required to do so for work, school, or other activities",Getting vaccinated is a personal choice,No, ,Do not have enough information,Do not have enough information,Do not have enough information, ,No,No, , , , ,Yes,Yes,Gotten at least one dose of the vaccine,Somewhat easy,Somewhat difficult, ,Yes,No,Yes,Very worried,Very concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,More likely,Somewhat likely,Not at all likely,Don't know,Not at all likely,Not at all likely,Very likely,Very likely,Very likely,Not at all likely,NOT A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,A community health clinic,A hospital,Your own doctor's office,NOT A large vaccination site run by the government,A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,NOT A community health clinic,NOT A hospital,NOT Your own doctor's office,NOT A large vaccination site run by the government,A local pharmacy,778,Not too confident,Not at all confident, , ,37,Yes,Yes,Yes,Yes,No,Yes,83,48, ,18-64,30-49,45-54,40-59,45-64,No,Never been married,Employed full-time,EMPLOYED,No,No,No,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer,Female,FEMALE,No,No,"Yes, respondent",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Conservative,Two year associate degree from a college or university,SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$20,000 to less than $30,000",LESS THAN $40K, , ,"No, no home telephone",English,1,Yes,1636,Alabama,South,2,210221, ,Cell phone,KFF prescreened,17000598,Alabama,South,East South Central, ,Federal,No/Maybe,No/Maybe,.3851,3.0171,.1317,.2467, ,40-64,Only if required,No,No,Do not know anyone vaccinated,No one close vaccinated,English,East South Central,sex = rsex,CPO,CPO HH,Medium metro,"Suburban (CDC=2,3)",CELL KFF PS,Manual,93,4,ALABAMA,1,Urban,Urban
00000115,Male,916,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",18,Not at all,Disapprove,Not enough,Not enough,Very unfavorable,Repeal the entire law,Oppose,Oppose,257,Somewhat often,Refused,76,Generally exaggerated,Not at all worried,No, ,Definitely not get the vaccine,Getting vaccinated is a personal choice,"Yes, another family member or close friend",Less likely,Have enough information,Have enough information,Have enough information, ,No,No, , , , ,No,No, , , , ,No,Yes,Yes,Not at all worried,Not at all concerned,Very concerned,Not at all concerned,Not applicable (Vol.),Not at all concerned,Not at all concerned,Not applicable (Vol.),Would make no difference, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,475, , , , ,0,No,No,No,No,No,Yes,90,41, ,18-64,30-49,35-44,40-59,30-44,Yes,Married,Employed full-time,EMPLOYED,Yes,No,No,Covered by health insurance,INSURED LESS THAN 65,Plan through your spouse's employer, ,Spouse's employer,Male,MALE,No,"Yes, someone else tested positive",No one in household has serious health condition,Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Conservative,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+, , ,"No, no home telephone",English,2,Yes,1306,Nebraska,North Central,4,210217, ,Cell phone,KFF prescreened,17002898,Nebraska,North Central,West North Central, ,Federal,Yes,Yes - Republican Governor,.7307,7.8551,.3428,.6424,Do knot know someone who has gotten vaccine,40-64,Definitely not,Yes,No,Know someone vaccinated,Know close family or friend vaccinated,English,West North Central,sex = rsex,CPO,CPO HH,Medium metro,"Suburban (CDC=2,3)",CELL KFF PS,Manual,77,1,NEBRASKA,1,Suburban,Suburban
